,date,region,confirmed,active,cured,deaths
0,27-03-2020,Andaman and Nicobar Islands,1,1,0,0
1,28-03-2020,Andaman and Nicobar Islands,6,6,0,0
2,29-03-2020,Andaman and Nicobar Islands,9,9,0,0
3,30-03-2020,Andaman and Nicobar Islands,9,9,0,0
4,31-03-2020,Andaman and Nicobar Islands,10,10,0,0
5,01-04-2020,Andaman and Nicobar Islands,10,10,0,0
6,02-04-2020,Andaman and Nicobar Islands,10,10,0,0
7,03-04-2020,Andaman and Nicobar Islands,10,10,0,0
8,04-04-2020,Andaman and Nicobar Islands,10,10,0,0
9,05-04-2020,Andaman and Nicobar Islands,10,10,0,0
10,06-04-2020,Andaman and Nicobar Islands,10,10,0,0
11,07-04-2020,Andaman and Nicobar Islands,10,10,0,0
12,08-04-2020,Andaman and Nicobar Islands,10,10,0,0
13,09-04-2020,Andaman and Nicobar Islands,11,11,0,0
14,10-04-2020,Andaman and Nicobar Islands,11,11,0,0
15,11-04-2020,Andaman and Nicobar Islands,11,11,0,0
16,12-04-2020,Andaman and Nicobar Islands,11,1,10,0
17,13-04-2020,Andaman and Nicobar Islands,11,1,10,0
18,14-04-2020,Andaman and Nicobar Islands,11,1,10,0
19,15-04-2020,Andaman and Nicobar Islands,11,1,10,0
20,16-04-2020,Andaman and Nicobar Islands,11,1,10,0
21,17-04-2020,Andaman and Nicobar Islands,11,1,10,0
22,18-04-2020,Andaman and Nicobar Islands,12,1,11,0
23,19-04-2020,Andaman and Nicobar Islands,14,3,11,0
24,20-04-2020,Andaman and Nicobar Islands,15,4,11,0
25,21-04-2020,Andaman and Nicobar Islands,16,5,11,0
26,22-04-2020,Andaman and Nicobar Islands,16,5,11,0
27,23-04-2020,Andaman and Nicobar Islands,18,7,11,0
28,24-04-2020,Andaman and Nicobar Islands,22,11,11,0
29,25-04-2020,Andaman and Nicobar Islands,27,16,11,0
30,26-04-2020,Andaman and Nicobar Islands,33,22,11,0
31,27-04-2020,Andaman and Nicobar Islands,33,22,11,0
32,28-04-2020,Andaman and Nicobar Islands,33,22,11,0
33,29-04-2020,Andaman and Nicobar Islands,33,18,15,0
34,30-04-2020,Andaman and Nicobar Islands,33,18,15,0
35,01-05-2020,Andaman and Nicobar Islands,33,17,16,0
36,02-05-2020,Andaman and Nicobar Islands,33,17,16,0
37,03-05-2020,Andaman and Nicobar Islands,33,17,16,0
38,04-05-2020,Andaman and Nicobar Islands,33,1,32,0
39,05-05-2020,Andaman and Nicobar Islands,33,1,32,0
40,06-05-2020,Andaman and Nicobar Islands,33,1,32,0
41,07-05-2020,Andaman and Nicobar Islands,33,1,32,0
42,08-05-2020,Andaman and Nicobar Islands,33,0,33,0
43,09-05-2020,Andaman and Nicobar Islands,33,0,33,0
44,10-05-2020,Andaman and Nicobar Islands,33,0,33,0
45,11-05-2020,Andaman and Nicobar Islands,33,0,33,0
46,12-05-2020,Andaman and Nicobar Islands,33,0,33,0
47,13-05-2020,Andaman and Nicobar Islands,33,0,33,0
48,14-05-2020,Andaman and Nicobar Islands,33,0,33,0
49,15-05-2020,Andaman and Nicobar Islands,33,0,33,0
50,16-05-2020,Andaman and Nicobar Islands,33,0,33,0
51,17-05-2020,Andaman and Nicobar Islands,33,0,33,0
52,18-05-2020,Andaman and Nicobar Islands,33,0,33,0
53,19-05-2020,Andaman and Nicobar Islands,33,0,33,0
54,20-05-2020,Andaman and Nicobar Islands,33,0,33,0
55,21-05-2020,Andaman and Nicobar Islands,33,0,33,0
56,22-05-2020,Andaman and Nicobar Islands,33,0,33,0
57,23-05-2020,Andaman and Nicobar Islands,33,0,33,0
58,24-05-2020,Andaman and Nicobar Islands,33,0,33,0
59,25-05-2020,Andaman and Nicobar Islands,33,0,33,0
60,26-05-2020,Andaman and Nicobar Islands,33,0,33,0
61,27-05-2020,Andaman and Nicobar Islands,33,0,33,0
62,28-05-2020,Andaman and Nicobar Islands,33,0,33,0
63,29-05-2020,Andaman and Nicobar Islands,33,0,33,0
64,30-05-2020,Andaman and Nicobar Islands,33,0,33,0
65,31-05-2020,Andaman and Nicobar Islands,33,0,33,0
66,01-06-2020,Andaman and Nicobar Islands,33,0,33,0
67,02-06-2020,Andaman and Nicobar Islands,33,0,33,0
68,03-06-2020,Andaman and Nicobar Islands,33,0,33,0
69,04-06-2020,Andaman and Nicobar Islands,33,0,33,0
70,05-06-2020,Andaman and Nicobar Islands,33,0,33,0
71,06-06-2020,Andaman and Nicobar Islands,33,0,33,0
72,07-06-2020,Andaman and Nicobar Islands,33,0,33,0
73,08-06-2020,Andaman and Nicobar Islands,33,0,33,0
74,09-06-2020,Andaman and Nicobar Islands,33,0,33,0
75,10-06-2020,Andaman and Nicobar Islands,33,0,33,0
76,11-06-2020,Andaman and Nicobar Islands,34,1,33,0
77,12-06-2020,Andaman and Nicobar Islands,38,5,33,0
78,13-06-2020,Andaman and Nicobar Islands,38,5,33,0
79,14-06-2020,Andaman and Nicobar Islands,38,5,33,0
80,15-06-2020,Andaman and Nicobar Islands,38,5,33,0
81,16-06-2020,Andaman and Nicobar Islands,41,8,33,0
82,17-06-2020,Andaman and Nicobar Islands,44,11,33,0
83,18-06-2020,Andaman and Nicobar Islands,44,11,33,0
84,19-06-2020,Andaman and Nicobar Islands,44,11,33,0
85,20-06-2020,Andaman and Nicobar Islands,45,10,35,0
86,21-06-2020,Andaman and Nicobar Islands,47,11,36,0
87,22-06-2020,Andaman and Nicobar Islands,48,11,37,0
88,23-06-2020,Andaman and Nicobar Islands,48,11,37,0
89,24-06-2020,Andaman and Nicobar Islands,50,10,40,0
90,25-06-2020,Andaman and Nicobar Islands,56,13,43,0
91,26-06-2020,Andaman and Nicobar Islands,59,16,43,0
92,27-06-2020,Andaman and Nicobar Islands,72,29,43,0
93,28-06-2020,Andaman and Nicobar Islands,72,29,43,0
94,29-06-2020,Andaman and Nicobar Islands,76,31,45,0
95,30-06-2020,Andaman and Nicobar Islands,90,44,46,0
96,01-07-2020,Andaman and Nicobar Islands,97,47,50,0
97,02-07-2020,Andaman and Nicobar Islands,100,50,50,0
98,03-07-2020,Andaman and Nicobar Islands,109,58,51,0
99,04-07-2020,Andaman and Nicobar Islands,116,62,54,0
100,05-07-2020,Andaman and Nicobar Islands,119,53,66,0
101,06-07-2020,Andaman and Nicobar Islands,125,53,72,0
102,07-07-2020,Andaman and Nicobar Islands,141,67,74,0
103,08-07-2020,Andaman and Nicobar Islands,147,72,75,0
104,09-07-2020,Andaman and Nicobar Islands,149,72,77,0
105,10-07-2020,Andaman and Nicobar Islands,151,68,83,0
106,11-07-2020,Andaman and Nicobar Islands,156,64,92,0
107,12-07-2020,Andaman and Nicobar Islands,163,70,93,0
108,13-07-2020,Andaman and Nicobar Islands,163,70,93,0
109,14-07-2020,Andaman and Nicobar Islands,166,57,109,0
110,15-07-2020,Andaman and Nicobar Islands,166,57,109,0
111,16-07-2020,Andaman and Nicobar Islands,176,46,130,0
112,17-07-2020,Andaman and Nicobar Islands,180,47,133,0
113,18-07-2020,Andaman and Nicobar Islands,194,52,142,0
114,19-07-2020,Andaman and Nicobar Islands,198,53,145,0
115,20-07-2020,Andaman and Nicobar Islands,203,58,145,0
116,21-07-2020,Andaman and Nicobar Islands,207,55,152,0
117,22-07-2020,Andaman and Nicobar Islands,212,53,159,0
118,23-07-2020,Andaman and Nicobar Islands,221,58,163,0
119,24-07-2020,Andaman and Nicobar Islands,240,70,170,0
120,25-07-2020,Andaman and Nicobar Islands,259,85,174,0
121,26-07-2020,Andaman and Nicobar Islands,290,114,176,0
122,27-07-2020,Andaman and Nicobar Islands,324,142,182,0
123,28-07-2020,Andaman and Nicobar Islands,338,145,192,1
124,29-07-2020,Andaman and Nicobar Islands,363,166,196,1
125,30-07-2020,Andaman and Nicobar Islands,428,225,201,2
126,31-07-2020,Andaman and Nicobar Islands,471,266,201,4
127,01-08-2020,Andaman and Nicobar Islands,548,329,214,5
128,02-08-2020,Andaman and Nicobar Islands,636,403,226,7
129,03-08-2020,Andaman and Nicobar Islands,734,484,242,8
130,04-08-2020,Andaman and Nicobar Islands,830,557,263,10
131,05-08-2020,Andaman and Nicobar Islands,928,639,277,12
132,06-08-2020,Andaman and Nicobar Islands,1027,687,326,14
133,07-08-2020,Andaman and Nicobar Islands,1123,752,355,16
134,08-08-2020,Andaman and Nicobar Islands,1222,778,425,19
135,09-08-2020,Andaman and Nicobar Islands,1351,831,500,20
136,10-08-2020,Andaman and Nicobar Islands,1490,822,648,20
137,11-08-2020,Andaman and Nicobar Islands,1625,896,709,20
138,12-08-2020,Andaman and Nicobar Islands,1764,994,749,21
139,13-08-2020,Andaman and Nicobar Islands,1900,1050,829,21
140,14-08-2020,Andaman and Nicobar Islands,2037,1091,924,22
141,15-08-2020,Andaman and Nicobar Islands,2186,1130,1032,24
142,16-08-2020,Andaman and Nicobar Islands,2306,1154,1128,24
143,17-08-2020,Andaman and Nicobar Islands,2399,1145,1226,28
144,18-08-2020,Andaman and Nicobar Islands,2445,1091,1325,29
145,19-08-2020,Andaman and Nicobar Islands,2529,1078,1421,30
146,20-08-2020,Andaman and Nicobar Islands,2604,1045,1529,30
147,21-08-2020,Andaman and Nicobar Islands,2680,1011,1638,31
148,22-08-2020,Andaman and Nicobar Islands,2747,971,1744,32
149,23-08-2020,Andaman and Nicobar Islands,2808,923,1853,32
150,24-08-2020,Andaman and Nicobar Islands,2860,864,1963,33
151,25-08-2020,Andaman and Nicobar Islands,2904,777,2092,35
152,26-08-2020,Andaman and Nicobar Islands,2945,677,2231,37
153,27-08-2020,Andaman and Nicobar Islands,2985,635,2309,41
154,28-08-2020,Andaman and Nicobar Islands,3018,602,2374,42
155,29-08-2020,Andaman and Nicobar Islands,3050,564,2444,42
156,30-08-2020,Andaman and Nicobar Islands,3081,518,2519,44
157,31-08-2020,Andaman and Nicobar Islands,3104,473,2586,45
158,01-09-2020,Andaman and Nicobar Islands,3132,439,2647,46
159,02-09-2020,Andaman and Nicobar Islands,3160,400,2714,46
160,03-09-2020,Andaman and Nicobar Islands,3186,381,2758,47
161,04-09-2020,Andaman and Nicobar Islands,3223,352,2823,48
162,05-09-2020,Andaman and Nicobar Islands,3257,345,2863,49
163,06-09-2020,Andaman and Nicobar Islands,3292,338,2904,50
164,07-09-2020,Andaman and Nicobar Islands,3332,331,2951,50
165,08-09-2020,Andaman and Nicobar Islands,3359,312,2997,50
166,09-09-2020,Andaman and Nicobar Islands,3392,307,3035,50
167,10-09-2020,Andaman and Nicobar Islands,3426,297,3078,51
168,11-09-2020,Andaman and Nicobar Islands,3465,293,3121,51
169,12-09-2020,Andaman and Nicobar Islands,3494,286,3157,51
170,13-09-2020,Andaman and Nicobar Islands,3521,268,3202,51
171,14-09-2020,Andaman and Nicobar Islands,3546,252,3243,51
172,15-09-2020,Andaman and Nicobar Islands,3557,227,3278,52
173,16-09-2020,Andaman and Nicobar Islands,3574,204,3318,52
174,17-09-2020,Andaman and Nicobar Islands,3593,196,3345,52
175,18-09-2020,Andaman and Nicobar Islands,3604,174,3378,52
176,19-09-2020,Andaman and Nicobar Islands,3631,165,3414,52
177,20-09-2020,Andaman and Nicobar Islands,3644,156,3436,52
178,21-09-2020,Andaman and Nicobar Islands,3651,147,3452,52
179,22-09-2020,Andaman and Nicobar Islands,3673,152,3469,52
180,23-09-2020,Andaman and Nicobar Islands,3691,160,3479,52
181,24-09-2020,Andaman and Nicobar Islands,3712,166,3494,52
182,25-09-2020,Andaman and Nicobar Islands,3744,189,3503,52
183,26-09-2020,Andaman and Nicobar Islands,3759,179,3528,52
184,27-09-2020,Andaman and Nicobar Islands,3774,171,3551,52
185,28-09-2020,Andaman and Nicobar Islands,3794,188,3553,53
186,29-09-2020,Andaman and Nicobar Islands,3803,168,3582,53
187,30-09-2020,Andaman and Nicobar Islands,3821,181,3587,53
188,01-10-2020,Andaman and Nicobar Islands,3835,174,3608,53
189,02-10-2020,Andaman and Nicobar Islands,3848,172,3623,53
190,03-10-2020,Andaman and Nicobar Islands,3858,174,3631,53
191,04-10-2020,Andaman and Nicobar Islands,3868,173,3642,53
192,05-10-2020,Andaman and Nicobar Islands,3884,182,3649,53
193,06-10-2020,Andaman and Nicobar Islands,3899,186,3659,54
194,07-10-2020,Andaman and Nicobar Islands,3912,180,3678,54
195,08-10-2020,Andaman and Nicobar Islands,3935,185,3696,54
196,09-10-2020,Andaman and Nicobar Islands,3952,190,3707,55
197,10-10-2020,Andaman and Nicobar Islands,3976,197,3724,55
198,11-10-2020,Andaman and Nicobar Islands,3992,193,3744,55
199,12-10-2020,Andaman and Nicobar Islands,4005,186,3764,55
200,13-10-2020,Andaman and Nicobar Islands,4023,198,3770,55
201,14-10-2020,Andaman and Nicobar Islands,4036,199,3782,55
202,15-10-2020,Andaman and Nicobar Islands,4046,195,3796,55
203,16-10-2020,Andaman and Nicobar Islands,4062,190,3817,55
204,17-10-2020,Andaman and Nicobar Islands,4072,185,3831,56
205,18-10-2020,Andaman and Nicobar Islands,4083,179,3848,56
206,19-10-2020,Andaman and Nicobar Islands,4108,184,3868,56
207,20-10-2020,Andaman and Nicobar Islands,4126,178,3892,56
208,21-10-2020,Andaman and Nicobar Islands,4141,183,3902,56
209,22-10-2020,Andaman and Nicobar Islands,4168,199,3913,56
210,23-10-2020,Andaman and Nicobar Islands,4184,190,3937,57
211,24-10-2020,Andaman and Nicobar Islands,4207,204,3945,58
212,25-10-2020,Andaman and Nicobar Islands,4225,199,3968,58
213,26-10-2020,Andaman and Nicobar Islands,4245,204,3983,58
214,27-10-2020,Andaman and Nicobar Islands,4253,198,3997,58
215,28-10-2020,Andaman and Nicobar Islands,4274,197,4019,58
216,29-10-2020,Andaman and Nicobar Islands,4289,192,4039,58
217,30-10-2020,Andaman and Nicobar Islands,4305,192,4054,59
218,31-10-2020,Andaman and Nicobar Islands,4317,182,4076,59
219,01-11-2020,Andaman and Nicobar Islands,4332,173,4100,59
220,02-11-2020,Andaman and Nicobar Islands,4340,168,4112,60
221,03-11-2020,Andaman and Nicobar Islands,4352,160,4132,60
222,04-11-2020,Andaman and Nicobar Islands,4372,159,4153,60
223,05-11-2020,Andaman and Nicobar Islands,4389,166,4163,60
224,06-11-2020,Andaman and Nicobar Islands,4403,168,4175,60
225,07-11-2020,Andaman and Nicobar Islands,4420,166,4194,60
226,08-11-2020,Andaman and Nicobar Islands,4441,175,4206,60
227,09-11-2020,Andaman and Nicobar Islands,4450,169,4221,60
228,10-11-2020,Andaman and Nicobar Islands,4463,164,4239,60
229,11-11-2020,Andaman and Nicobar Islands,4477,162,4255,60
230,12-11-2020,Andaman and Nicobar Islands,4494,167,4267,60
231,13-11-2020,Andaman and Nicobar Islands,4507,164,4282,61
232,14-11-2020,Andaman and Nicobar Islands,4518,153,4304,61
233,15-11-2020,Andaman and Nicobar Islands,4527,151,4315,61
234,16-11-2020,Andaman and Nicobar Islands,4536,145,4330,61
235,17-11-2020,Andaman and Nicobar Islands,4557,150,4346,61
236,18-11-2020,Andaman and Nicobar Islands,4574,150,4363,61
237,19-11-2020,Andaman and Nicobar Islands,4593,154,4378,61
238,20-11-2020,Andaman and Nicobar Islands,4604,145,4398,61
239,21-11-2020,Andaman and Nicobar Islands,4617,148,4408,61
240,22-11-2020,Andaman and Nicobar Islands,4631,142,4428,61
241,23-11-2020,Andaman and Nicobar Islands,4641,140,4440,61
242,24-11-2020,Andaman and Nicobar Islands,4656,142,4453,61
243,25-11-2020,Andaman and Nicobar Islands,4667,142,4464,61
244,26-11-2020,Andaman and Nicobar Islands,4677,137,4479,61
245,27-11-2020,Andaman and Nicobar Islands,4682,130,4491,61
246,28-11-2020,Andaman and Nicobar Islands,4689,120,4508,61
247,29-11-2020,Andaman and Nicobar Islands,4698,119,4518,61
248,30-11-2020,Andaman and Nicobar Islands,4704,106,4537,61
249,01-12-2020,Andaman and Nicobar Islands,4710,99,4550,61
250,02-12-2020,Andaman and Nicobar Islands,4718,91,4566,61
251,03-12-2020,Andaman and Nicobar Islands,4723,79,4583,61
252,04-12-2020,Andaman and Nicobar Islands,4729,71,4597,61
253,05-12-2020,Andaman and Nicobar Islands,4742,70,4611,61
254,06-12-2020,Andaman and Nicobar Islands,4747,70,4616,61
255,07-12-2020,Andaman and Nicobar Islands,4758,73,4624,61
256,08-12-2020,Andaman and Nicobar Islands,4773,81,4631,61
257,09-12-2020,Andaman and Nicobar Islands,4778,70,4647,61
258,10-12-2020,Andaman and Nicobar Islands,4783,75,4647,61
259,11-12-2020,Andaman and Nicobar Islands,4791,78,4652,61
260,12-12-2020,Andaman and Nicobar Islands,4798,78,4659,61
261,13-12-2020,Andaman and Nicobar Islands,4805,79,4665,61
262,14-12-2020,Andaman and Nicobar Islands,4818,84,4673,61
263,15-12-2020,Andaman and Nicobar Islands,4834,92,4681,61
264,17-12-2020,Andaman and Nicobar Islands,4850,91,4698,61
265,18-12-2020,Andaman and Nicobar Islands,4860,92,4707,61
266,19-12-2020,Andaman and Nicobar Islands,4869,96,4712,61
267,20-12-2020,Andaman and Nicobar Islands,4875,95,4719,61
268,21-12-2020,Andaman and Nicobar Islands,4881,88,4732,61
269,22-12-2020,Andaman and Nicobar Islands,4888,86,4740,62
270,23-12-2020,Andaman and Nicobar Islands,4893,82,4749,62
271,24-12-2020,Andaman and Nicobar Islands,4896,73,4761,62
272,25-12-2020,Andaman and Nicobar Islands,4901,64,4775,62
273,26-12-2020,Andaman and Nicobar Islands,4912,69,4781,62
274,27-12-2020,Andaman and Nicobar Islands,4912,61,4789,62
275,28-12-2020,Andaman and Nicobar Islands,4924,64,4798,62
276,29-12-2020,Andaman and Nicobar Islands,4929,64,4803,62
277,30-12-2020,Andaman and Nicobar Islands,4936,63,4811,62
278,31-12-2020,Andaman and Nicobar Islands,4941,59,4820,62
279,03-01-2021,Andaman and Nicobar Islands,4947,48,4837,62
280,04-01-2021,Andaman and Nicobar Islands,4948,40,4846,62
281,05-01-2021,Andaman and Nicobar Islands,4948,38,4848,62
282,06-01-2021,Andaman and Nicobar Islands,4949,31,4856,62
283,07-01-2021,Andaman and Nicobar Islands,4949,28,4859,62
284,08-01-2021,Andaman and Nicobar Islands,4958,32,4864,62
285,09-01-2021,Andaman and Nicobar Islands,4959,31,4866,62
286,10-01-2021,Andaman and Nicobar Islands,4959,24,4873,62
287,11-01-2021,Andaman and Nicobar Islands,4960,23,4875,62
288,12-01-2021,Andaman and Nicobar Islands,4963,17,4884,62
289,13-01-2021,Andaman and Nicobar Islands,4966,18,4886,62
290,14-01-2021,Andaman and Nicobar Islands,4969,16,4891,62
291,15-01-2021,Andaman and Nicobar Islands,4976,23,4891,62
292,16-01-2021,Andaman and Nicobar Islands,4979,22,4895,62
293,17-01-2021,Andaman and Nicobar Islands,4982,25,4895,62
294,18-01-2021,Andaman and Nicobar Islands,4983,25,4896,62
295,19-01-2021,Andaman and Nicobar Islands,4988,29,4897,62
296,20-01-2021,Andaman and Nicobar Islands,4989,30,4897,62
297,21-01-2021,Andaman and Nicobar Islands,4991,29,4900,62
298,22-01-2021,Andaman and Nicobar Islands,4991,25,4904,62
299,23-01-2021,Andaman and Nicobar Islands,4992,23,4907,62
300,24-01-2021,Andaman and Nicobar Islands,4993,24,4907,62
301,25-01-2021,Andaman and Nicobar Islands,4993,23,4908,62
302,27-01-2021,Andaman and Nicobar Islands,4994,15,4917,62
303,28-01-2021,Andaman and Nicobar Islands,4994,10,4922,62
304,29-01-2021,Andaman and Nicobar Islands,4994,8,4924,62
305,30-01-2021,Andaman and Nicobar Islands,4994,5,4927,62
306,31-01-2021,Andaman and Nicobar Islands,4994,4,4928,62
307,01-02-2021,Andaman and Nicobar Islands,4994,4,4928,62
308,02-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
309,03-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
310,04-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
311,05-02-2021,Andaman and Nicobar Islands,4994,0,4932,62
312,06-02-2021,Andaman and Nicobar Islands,4997,3,4932,62
313,07-02-2021,Andaman and Nicobar Islands,5000,6,4932,62
314,08-02-2021,Andaman and Nicobar Islands,5001,7,4932,62
315,09-02-2021,Andaman and Nicobar Islands,5005,11,4932,62
316,10-02-2021,Andaman and Nicobar Islands,5007,13,4932,62
317,11-02-2021,Andaman and Nicobar Islands,5007,13,4932,62
318,12-02-2021,Andaman and Nicobar Islands,5007,13,4932,62
319,13-02-2021,Andaman and Nicobar Islands,5007,11,4934,62
320,14-02-2021,Andaman and Nicobar Islands,5009,9,4938,62
321,15-02-2021,Andaman and Nicobar Islands,5009,9,4938,62
322,16-02-2021,Andaman and Nicobar Islands,5009,9,4938,62
323,17-02-2021,Andaman and Nicobar Islands,5013,8,4943,62
324,18-02-2021,Andaman and Nicobar Islands,5014,8,4944,62
325,19-02-2021,Andaman and Nicobar Islands,5014,8,4944,62
326,20-02-2021,Andaman and Nicobar Islands,5014,4,4948,62
327,21-02-2021,Andaman and Nicobar Islands,5014,3,4949,62
328,22-02-2021,Andaman and Nicobar Islands,5014,3,4949,62
329,23-02-2021,Andaman and Nicobar Islands,5015,4,4949,62
330,24-02-2021,Andaman and Nicobar Islands,5016,5,4949,62
331,25-02-2021,Andaman and Nicobar Islands,5016,4,4950,62
332,26-02-2021,Andaman and Nicobar Islands,5016,2,4952,62
333,27-02-2021,Andaman and Nicobar Islands,5017,3,4952,62
334,01-03-2021,Andaman and Nicobar Islands,5020,6,4952,62
335,02-03-2021,Andaman and Nicobar Islands,5020,6,4952,62
336,03-03-2021,Andaman and Nicobar Islands,5020,6,4952,62
337,04-03-2021,Andaman and Nicobar Islands,5022,8,4952,62
338,06-03-2021,Andaman and Nicobar Islands,5024,8,4954,62
339,07-03-2021,Andaman and Nicobar Islands,5024,7,4955,62
340,08-03-2021,Andaman and Nicobar Islands,5024,7,4955,62
341,09-03-2021,Andaman and Nicobar Islands,5026,7,4957,62
342,10-03-2021,Andaman and Nicobar Islands,5028,8,4958,62
343,11-03-2021,Andaman and Nicobar Islands,5028,6,4960,62
344,13-03-2021,Andaman and Nicobar Islands,5029,6,4961,62
345,14-03-2021,Andaman and Nicobar Islands,5030,4,4964,62
346,15-03-2021,Andaman and Nicobar Islands,5031,5,4964,62
347,16-03-2021,Andaman and Nicobar Islands,5031,3,4966,62
348,17-03-2021,Andaman and Nicobar Islands,5032,3,4967,62
349,18-03-2021,Andaman and Nicobar Islands,5035,6,4967,62
350,19-03-2021,Andaman and Nicobar Islands,5036,5,4969,62
351,20-03-2021,Andaman and Nicobar Islands,5038,7,4969,62
352,21-03-2021,Andaman and Nicobar Islands,5038,7,4969,62
353,22-03-2021,Andaman and Nicobar Islands,5039,8,4969,62
354,23-03-2021,Andaman and Nicobar Islands,5039,8,4969,62
355,24-03-2021,Andaman and Nicobar Islands,5039,5,4972,62
356,25-03-2021,Andaman and Nicobar Islands,5041,6,4973,62
357,27-03-2021,Andaman and Nicobar Islands,5043,7,4974,62
358,28-03-2021,Andaman and Nicobar Islands,5044,7,4975,62
359,29-03-2021,Andaman and Nicobar Islands,5046,8,4976,62
360,30-03-2021,Andaman and Nicobar Islands,5052,14,4976,62
361,31-03-2021,Andaman and Nicobar Islands,5081,43,4976,62
362,01-04-2021,Andaman and Nicobar Islands,5083,45,4976,62
363,02-04-2021,Andaman and Nicobar Islands,5084,42,4980,62
364,03-04-2021,Andaman and Nicobar Islands,5084,41,4981,62
365,04-04-2021,Andaman and Nicobar Islands,5098,49,4987,62
366,05-04-2021,Andaman and Nicobar Islands,5109,57,4990,62
367,06-04-2021,Andaman and Nicobar Islands,5116,53,5001,62
368,07-04-2021,Andaman and Nicobar Islands,5123,51,5010,62
369,08-04-2021,Andaman and Nicobar Islands,5131,49,5020,62
370,09-04-2021,Andaman and Nicobar Islands,5149,60,5027,62
371,10-04-2021,Andaman and Nicobar Islands,5161,71,5028,62
372,11-04-2021,Andaman and Nicobar Islands,5175,75,5038,62
373,12-04-2021,Andaman and Nicobar Islands,5190,88,5040,62
374,13-04-2021,Andaman and Nicobar Islands,5201,89,5050,62
375,14-04-2021,Andaman and Nicobar Islands,5209,93,5054,62
376,15-04-2021,Andaman and Nicobar Islands,5247,106,5078,63
377,16-04-2021,Andaman and Nicobar Islands,5262,117,5082,63
378,17-04-2021,Andaman and Nicobar Islands,5289,116,5110,63
379,18-04-2021,Andaman and Nicobar Islands,5331,121,5146,64
380,19-04-2021,Andaman and Nicobar Islands,5390,126,5200,64
381,20-04-2021,Andaman and Nicobar Islands,5421,145,5212,64
382,21-04-2021,Andaman and Nicobar Islands,5466,159,5243,64
383,22-04-2021,Andaman and Nicobar Islands,5490,150,5276,64
384,23-04-2021,Andaman and Nicobar Islands,5527,153,5309,65
385,24-04-2021,Andaman and Nicobar Islands,5569,146,5358,65
386,25-04-2021,Andaman and Nicobar Islands,5614,138,5410,66
387,26-04-2021,Andaman and Nicobar Islands,5665,132,5467,66
388,27-04-2021,Andaman and Nicobar Islands,5716,130,5520,66
389,28-04-2021,Andaman and Nicobar Islands,5764,136,5562,66
390,29-04-2021,Andaman and Nicobar Islands,5816,143,5606,67
391,30-04-2021,Andaman and Nicobar Islands,5875,165,5643,67
392,01-05-2021,Andaman and Nicobar Islands,5949,181,5701,67
393,02-05-2021,Andaman and Nicobar Islands,6046,205,5773,68
394,03-05-2021,Andaman and Nicobar Islands,6084,217,5798,69
395,04-05-2021,Andaman and Nicobar Islands,6150,230,5850,70
396,05-05-2021,Andaman and Nicobar Islands,6181,232,5879,70
397,06-05-2021,Andaman and Nicobar Islands,6223,224,5928,71
398,07-05-2021,Andaman and Nicobar Islands,6255,225,5958,72
399,08-05-2021,Andaman and Nicobar Islands,6311,209,6030,72
400,09-05-2021,Andaman and Nicobar Islands,6341,211,6056,74
401,10-05-2021,Andaman and Nicobar Islands,6367,203,6088,76
402,11-05-2021,Andaman and Nicobar Islands,6398,195,6125,78
403,12-05-2021,Andaman and Nicobar Islands,6426,199,6149,78
404,13-05-2021,Andaman and Nicobar Islands,6470,214,6175,81
405,14-05-2021,Andaman and Nicobar Islands,6470,214,6175,81
406,15-05-2021,Andaman and Nicobar Islands,6510,214,6213,83
407,16-05-2021,Andaman and Nicobar Islands,6568,216,6267,85
408,17-05-2021,Andaman and Nicobar Islands,6603,232,6283,88
409,18-05-2021,Andaman and Nicobar Islands,6638,220,6329,89
410,19-05-2021,Andaman and Nicobar Islands,6674,223,6359,92
411,20-05-2021,Andaman and Nicobar Islands,6709,229,6385,95
412,21-05-2021,Andaman and Nicobar Islands,6758,261,6401,96
413,22-05-2021,Andaman and Nicobar Islands,6789,274,6417,98
414,23-05-2021,Andaman and Nicobar Islands,6820,278,6441,101
415,24-05-2021,Andaman and Nicobar Islands,6844,268,6473,103
416,25-05-2021,Andaman and Nicobar Islands,6853,254,6495,104
417,26-05-2021,Andaman and Nicobar Islands,6878,228,6544,106
418,27-05-2021,Andaman and Nicobar Islands,6901,220,6573,108
419,28-05-2021,Andaman and Nicobar Islands,6917,217,6591,109
420,30-05-2021,Andaman and Nicobar Islands,6964,191,6660,113
421,31-05-2021,Andaman and Nicobar Islands,6984,187,6683,114
422,01-06-2021,Andaman and Nicobar Islands,7005,171,6719,115
423,02-06-2021,Andaman and Nicobar Islands,7018,155,6745,118
424,03-06-2021,Andaman and Nicobar Islands,7043,143,6781,119
425,04-06-2021,Andaman and Nicobar Islands,7070,131,6820,119
426,05-06-2021,Andaman and Nicobar Islands,7088,115,6852,121
427,06-06-2021,Andaman and Nicobar Islands,7105,107,6876,122
428,07-06-2021,Andaman and Nicobar Islands,7119,103,6894,122
429,08-06-2021,Andaman and Nicobar Islands,7131,96,6912,123
430,09-06-2021,Andaman and Nicobar Islands,7154,94,6935,125
