,date,region,confirmed,active,cured,deaths
10593,03-11-2020,Jammu and Kashmir,95710,6080,88140,1490
10594,04-11-2020,Jammu and Kashmir,96188,5968,88718,1502
10595,05-11-2020,Jammu and Kashmir,96700,5935,89254,1511
10596,06-11-2020,Jammu and Kashmir,97224,5802,89905,1517
10597,07-11-2020,Jammu and Kashmir,97805,5745,90537,1523
10598,08-11-2020,Jammu and Kashmir,98337,5584,91225,1528
10599,09-11-2020,Jammu and Kashmir,98892,5678,91681,1533
10600,10-11-2020,Jammu and Kashmir,99352,5565,92245,1542
10601,11-11-2020,Jammu and Kashmir,99844,5415,92880,1549
10602,12-11-2020,Jammu and Kashmir,100351,5480,93313,1558
10603,13-11-2020,Jammu and Kashmir,100968,5578,93824,1566
10604,14-11-2020,Jammu and Kashmir,101594,5645,94375,1574
10605,15-11-2020,Jammu and Kashmir,102159,5728,94851,1580
10606,16-11-2020,Jammu and Kashmir,102619,5688,95342,1589
10607,17-11-2020,Jammu and Kashmir,103009,5588,95824,1597
10608,18-11-2020,Jammu and Kashmir,103581,5585,96392,1604
10609,19-11-2020,Jammu and Kashmir,104155,5570,96972,1613
10610,20-11-2020,Jammu and Kashmir,104715,5560,97537,1618
10611,21-11-2020,Jammu and Kashmir,105376,5678,98076,1622
10612,22-11-2020,Jammu and Kashmir,105984,5720,98640,1624
10613,23-11-2020,Jammu and Kashmir,106548,5700,99219,1629
10614,24-11-2020,Jammu and Kashmir,106899,5431,99827,1641
10615,25-11-2020,Jammu and Kashmir,107330,5357,100322,1651
10616,26-11-2020,Jammu and Kashmir,107819,5264,100892,1663
10617,27-11-2020,Jammu and Kashmir,108306,5275,101363,1668
10618,28-11-2020,Jammu and Kashmir,108871,5236,101959,1676
10619,29-11-2020,Jammu and Kashmir,109383,5112,102591,1680
10620,30-11-2020,Jammu and Kashmir,109854,5087,103082,1685
10621,01-12-2020,Jammu and Kashmir,110224,4965,103565,1694
10622,02-12-2020,Jammu and Kashmir,110678,4908,104068,1702
10623,03-12-2020,Jammu and Kashmir,111130,4951,104471,1708
10624,04-12-2020,Jammu and Kashmir,111712,5104,104890,1718
10625,05-12-2020,Jammu and Kashmir,112256,4989,105537,1730
10626,06-12-2020,Jammu and Kashmir,112757,5009,106006,1742
10627,07-12-2020,Jammu and Kashmir,113288,5170,106372,1746
10628,08-12-2020,Jammu and Kashmir,113568,5055,106758,1755
10629,09-12-2020,Jammu and Kashmir,114038,4995,107282,1761
10630,10-12-2020,Jammu and Kashmir,114407,5016,107624,1767
10631,11-12-2020,Jammu and Kashmir,114773,4848,108150,1775
10632,12-12-2020,Jammu and Kashmir,115207,4849,108572,1786
10633,13-12-2020,Jammu and Kashmir,115626,4831,109002,1793
10634,14-12-2020,Jammu and Kashmir,116008,4702,109507,1799
10635,15-12-2020,Jammu and Kashmir,116254,4558,109894,1802
10636,17-12-2020,Jammu and Kashmir,116932,4346,110769,1817
10637,18-12-2020,Jammu and Kashmir,117317,4327,111164,1826
10638,19-12-2020,Jammu and Kashmir,117705,4244,111628,1833
10639,20-12-2020,Jammu and Kashmir,118006,4076,112093,1837
10640,21-12-2020,Jammu and Kashmir,118263,3854,112568,1841
10641,22-12-2020,Jammu and Kashmir,118495,3625,113026,1844
10642,23-12-2020,Jammu and Kashmir,118803,3646,113307,1850
10643,24-12-2020,Jammu and Kashmir,119053,3555,113645,1853
10644,25-12-2020,Jammu and Kashmir,119344,3540,113944,1860
10645,26-12-2020,Jammu and Kashmir,119628,3414,114353,1861
10646,27-12-2020,Jammu and Kashmir,119877,3288,114722,1867
10647,28-12-2020,Jammu and Kashmir,120137,3284,114986,1867
10648,29-12-2020,Jammu and Kashmir,120293,3157,115261,1875
10649,30-12-2020,Jammu and Kashmir,120527,3088,115560,1879
10650,31-12-2020,Jammu and Kashmir,120744,3034,115830,1880
10651,03-01-2021,Jammu and Kashmir,121471,2999,116587,1885
10652,04-01-2021,Jammu and Kashmir,121653,2975,116792,1886
10653,05-01-2021,Jammu and Kashmir,121786,2684,117211,1891
10654,06-01-2021,Jammu and Kashmir,121923,2600,117426,1897
10655,07-01-2021,Jammu and Kashmir,122049,2459,117690,1900
10656,08-01-2021,Jammu and Kashmir,122176,2396,117877,1903
10657,09-01-2021,Jammu and Kashmir,122303,2241,118155,1907
10658,10-01-2021,Jammu and Kashmir,122425,2094,118422,1909
10659,11-01-2021,Jammu and Kashmir,122538,2011,118617,1910
10660,12-01-2021,Jammu and Kashmir,122651,1768,118972,1911
10661,13-01-2021,Jammu and Kashmir,122764,1682,119170,1912
10662,14-01-2021,Jammu and Kashmir,122885,1629,119344,1912
10663,15-01-2021,Jammu and Kashmir,122964,1468,119581,1915
10664,16-01-2021,Jammu and Kashmir,123108,1428,119760,1920
10665,17-01-2021,Jammu and Kashmir,123217,1280,120016,1921
10666,18-01-2021,Jammu and Kashmir,123343,1224,120198,1921
10667,19-01-2021,Jammu and Kashmir,123425,1111,120392,1922
10668,20-01-2021,Jammu and Kashmir,123538,1103,120512,1923
10669,21-01-2021,Jammu and Kashmir,123647,1099,120625,1923
10670,22-01-2021,Jammu and Kashmir,123764,1111,120729,1924
10671,23-01-2021,Jammu and Kashmir,123852,1098,120826,1928
10672,24-01-2021,Jammu and Kashmir,123946,1103,120914,1929
10673,25-01-2021,Jammu and Kashmir,124019,1103,120987,1929
10674,27-01-2021,Jammu and Kashmir,124157,1103,121124,1930
10675,28-01-2021,Jammu and Kashmir,124234,1050,121253,1931
10676,29-01-2021,Jammu and Kashmir,124297,963,121402,1932
10677,30-01-2021,Jammu and Kashmir,124373,823,121617,1933
10678,31-01-2021,Jammu and Kashmir,124449,761,121752,1936
10679,01-02-2021,Jammu and Kashmir,124506,748,121822,1936
10680,02-02-2021,Jammu and Kashmir,124550,709,121905,1936
10681,03-02-2021,Jammu and Kashmir,124594,668,121988,1938
10682,04-02-2021,Jammu and Kashmir,124659,669,122049,1941
10683,05-02-2021,Jammu and Kashmir,124719,652,122124,1943
10684,06-02-2021,Jammu and Kashmir,124785,654,122187,1944
10685,07-02-2021,Jammu and Kashmir,124850,631,122275,1944
10686,08-02-2021,Jammu and Kashmir,124909,630,122335,1944
10687,09-02-2021,Jammu and Kashmir,124952,593,122415,1944
10688,10-02-2021,Jammu and Kashmir,125007,593,122470,1944
10689,11-02-2021,Jammu and Kashmir,125052,605,122502,1945
10690,12-02-2021,Jammu and Kashmir,125117,628,122542,1947
10691,13-02-2021,Jammu and Kashmir,125208,634,122626,1948
10692,14-02-2021,Jammu and Kashmir,125268,616,122703,1949
10693,15-02-2021,Jammu and Kashmir,125341,622,122768,1951
10694,16-02-2021,Jammu and Kashmir,125405,617,122837,1951
10695,17-02-2021,Jammu and Kashmir,125463,629,122883,1951
10696,18-02-2021,Jammu and Kashmir,125547,657,122939,1951
10697,19-02-2021,Jammu and Kashmir,125634,688,122992,1954
10698,20-02-2021,Jammu and Kashmir,125715,702,123059,1954
10699,21-02-2021,Jammu and Kashmir,125783,700,123129,1954
10700,22-02-2021,Jammu and Kashmir,125867,721,123192,1954
10701,23-02-2021,Jammu and Kashmir,125925,735,123236,1954
10702,24-02-2021,Jammu and Kashmir,126019,766,123298,1955
10703,25-02-2021,Jammu and Kashmir,126093,771,123367,1955
10704,26-02-2021,Jammu and Kashmir,126201,820,123426,1955
10705,27-02-2021,Jammu and Kashmir,126286,803,123527,1956
10706,01-03-2021,Jammu and Kashmir,126441,823,123661,1957
10707,02-03-2021,Jammu and Kashmir,126504,829,123717,1958
10708,03-03-2021,Jammu and Kashmir,126589,820,123811,1958
10709,04-03-2021,Jammu and Kashmir,126693,875,123860,1958
10710,06-03-2021,Jammu and Kashmir,126853,891,124002,1960
10711,07-03-2021,Jammu and Kashmir,126932,882,124089,1961
10712,08-03-2021,Jammu and Kashmir,127044,892,124190,1962
10713,09-03-2021,Jammu and Kashmir,127114,871,124280,1963
10714,10-03-2021,Jammu and Kashmir,127191,859,124367,1965
10715,11-03-2021,Jammu and Kashmir,127288,899,124421,1968
10716,13-03-2021,Jammu and Kashmir,127436,887,124578,1971
10717,14-03-2021,Jammu and Kashmir,127535,881,124680,1974
10718,15-03-2021,Jammu and Kashmir,127640,920,124746,1974
10719,16-03-2021,Jammu and Kashmir,127734,937,124823,1974
10720,17-03-2021,Jammu and Kashmir,127831,973,124882,1976
10721,18-03-2021,Jammu and Kashmir,127957,1008,124972,1977
10722,19-03-2021,Jammu and Kashmir,128097,1073,125046,1978
10723,20-03-2021,Jammu and Kashmir,128249,1152,125118,1979
10724,21-03-2021,Jammu and Kashmir,128389,1191,125218,1980
10725,22-03-2021,Jammu and Kashmir,128547,1290,125276,1981
10726,23-03-2021,Jammu and Kashmir,128679,1336,125362,1981
10727,24-03-2021,Jammu and Kashmir,128836,1410,125443,1983
10728,25-03-2021,Jammu and Kashmir,129031,1513,125535,1983
10729,27-03-2021,Jammu and Kashmir,129413,1681,125748,1984
10730,28-03-2021,Jammu and Kashmir,129684,1813,125886,1985
10731,29-03-2021,Jammu and Kashmir,129993,2001,126003,1989
10732,30-03-2021,Jammu and Kashmir,130228,2110,126129,1989
10733,31-03-2021,Jammu and Kashmir,130587,2293,126304,1990
10734,01-04-2021,Jammu and Kashmir,130960,2531,126435,1994
10735,02-04-2021,Jammu and Kashmir,131421,2874,126549,1998
10736,03-04-2021,Jammu and Kashmir,131938,3215,126720,2003
10737,04-04-2021,Jammu and Kashmir,132439,3574,126860,2005
10738,05-04-2021,Jammu and Kashmir,133012,3955,127049,2008
10739,06-04-2021,Jammu and Kashmir,133454,4154,127290,2010
10740,07-04-2021,Jammu and Kashmir,134015,4483,127520,2012
10741,08-04-2021,Jammu and Kashmir,134827,5035,127774,2018
10742,09-04-2021,Jammu and Kashmir,135662,5623,128020,2019
10743,10-04-2021,Jammu and Kashmir,136470,6115,128332,2023
10744,11-04-2021,Jammu and Kashmir,137475,6755,128691,2029
10745,12-04-2021,Jammu and Kashmir,138390,7335,129021,2034
10746,13-04-2021,Jammu and Kashmir,139381,7908,129439,2034
10747,14-04-2021,Jammu and Kashmir,140650,8681,129932,2037
10748,15-04-2021,Jammu and Kashmir,141736,9390,130304,2042
10749,16-04-2021,Jammu and Kashmir,142877,10040,130791,2046
10750,17-04-2021,Jammu and Kashmir,144021,10620,131353,2048
10751,18-04-2021,Jammu and Kashmir,145166,10910,132205,2051
10752,19-04-2021,Jammu and Kashmir,146692,11467,133168,2057
10753,20-04-2021,Jammu and Kashmir,148208,12164,133981,2063
10754,21-04-2021,Jammu and Kashmir,150238,13470,134697,2071
10755,22-04-2021,Jammu and Kashmir,152442,14928,135430,2084
10756,23-04-2021,Jammu and Kashmir,154407,16094,136221,2092
10757,24-04-2021,Jammu and Kashmir,156344,16993,137240,2111
10758,25-04-2021,Jammu and Kashmir,158374,18064,138184,2126
10759,26-04-2021,Jammu and Kashmir,160755,19558,139050,2147
10760,27-04-2021,Jammu and Kashmir,162890,20601,140117,2172
10761,28-04-2021,Jammu and Kashmir,166054,22283,141574,2197
10762,29-04-2021,Jammu and Kashmir,169077,24313,142537,2227
10763,30-04-2021,Jammu and Kashmir,172551,26144,144154,2253
10764,01-05-2021,Jammu and Kashmir,176083,28359,145441,2283
10765,02-05-2021,Jammu and Kashmir,179915,30343,147242,2330
10766,03-05-2021,Jammu and Kashmir,183486,32421,148695,2370
10767,04-05-2021,Jammu and Kashmir,187219,34567,150231,2421
10768,05-05-2021,Jammu and Kashmir,191869,37302,152109,2458
10769,06-05-2021,Jammu and Kashmir,196585,39628,154447,2510
10770,07-05-2021,Jammu and Kashmir,201511,41666,157283,2562
10771,08-05-2021,Jammu and Kashmir,206954,44307,160035,2612
10772,09-05-2021,Jammu and Kashmir,211742,46535,162535,2672
10773,10-05-2021,Jammu and Kashmir,216932,49248,164958,2726
10774,11-05-2021,Jammu and Kashmir,220546,49951,167813,2782
10775,12-05-2021,Jammu and Kashmir,224898,50701,171350,2847
10776,13-05-2021,Jammu and Kashmir,229407,51542,174953,2912
10777,14-05-2021,Jammu and Kashmir,229407,51542,174953,2912
10778,15-05-2021,Jammu and Kashmir,233763,52848,177948,2967
10779,16-05-2021,Jammu and Kashmir,240467,51475,185902,3090
10780,17-05-2021,Jammu and Kashmir,244608,51623,189836,3149
10781,18-05-2021,Jammu and Kashmir,247952,50852,193878,3222
10782,19-05-2021,Jammu and Kashmir,251919,50925,197701,3293
10783,20-05-2021,Jammu and Kashmir,255888,50494,202039,3355
10784,21-05-2021,Jammu and Kashmir,260057,50554,206081,3422
10785,22-05-2021,Jammu and Kashmir,263905,49893,210547,3465
10786,23-05-2021,Jammu and Kashmir,267313,49136,214664,3513
10787,24-05-2021,Jammu and Kashmir,270621,47437,219620,3564
10788,25-05-2021,Jammu and Kashmir,272858,45630,223619,3609
10789,26-05-2021,Jammu and Kashmir,275822,44918,227242,3662
10790,27-05-2021,Jammu and Kashmir,278859,43892,231265,3702
10791,28-05-2021,Jammu and Kashmir,281628,42272,235617,3739
10792,30-05-2021,Jammu and Kashmir,286684,39255,243588,3841
10793,31-05-2021,Jammu and Kashmir,288940,37677,247393,3870
10794,01-06-2021,Jammu and Kashmir,290465,35095,251463,3907
10795,02-06-2021,Jammu and Kashmir,292360,33276,255145,3939
10796,03-06-2021,Jammu and Kashmir,294078,31579,258536,3963
10797,04-06-2021,Jammu and Kashmir,295879,30657,261230,3992
10798,05-06-2021,Jammu and Kashmir,297602,29615,263961,4026
10799,06-06-2021,Jammu and Kashmir,299050,28423,266576,4051
10800,07-06-2021,Jammu and Kashmir,300490,26741,269675,4074
10801,08-06-2021,Jammu and Kashmir,301467,23524,273853,4090
10802,09-06-2021,Jammu and Kashmir,302651,21817,276733,4101
10803,10-06-2021,Jammu and Kashmir,303749,19852,279779,4118
10804,11-06-2021,Jammu and Kashmir,304866,18581,282142,4143
10805,12-06-2021,Jammu and Kashmir,305772,17585,284027,4160
10806,13-06-2021,Jammu and Kashmir,306638,16284,286180,4174
10807,14-06-2021,Jammu and Kashmir,307412,15081,288145,4186
10808,15-06-2021,Jammu and Kashmir,308011,13532,290284,4195
10809,16-06-2021,Jammu and Kashmir,308726,12407,292114,4205
10810,17-06-2021,Jammu and Kashmir,309361,11381,293763,4217
10811,18-06-2021,Jammu and Kashmir,310017,10602,295189,4226
10812,19-06-2021,Jammu and Kashmir,310688,10094,296360,4234
10813,20-06-2021,Jammu and Kashmir,311209,9414,297557,4238
10814,21-06-2021,Jammu and Kashmir,311794,8631,298911,4252
10815,22-06-2021,Jammu and Kashmir,312156,7759,300135,4262
10816,23-06-2021,Jammu and Kashmir,312584,7181,301134,4269
10817,25-06-2021,Jammu and Kashmir,313476,6537,302655,4284
10818,26-06-2021,Jammu and Kashmir,313974,6157,303526,4291
10819,27-06-2021,Jammu and Kashmir,314316,5630,304390,4296
10820,28-06-2021,Jammu and Kashmir,314731,5292,305135,4304
10821,29-06-2021,Jammu and Kashmir,314990,4996,305684,4310
10822,30-06-2021,Jammu and Kashmir,315298,4805,306177,4316
10823,01-07-2021,Jammu and Kashmir,315662,4600,306739,4323
10824,02-07-2021,Jammu and Kashmir,315960,4321,307312,4327
10825,03-07-2021,Jammu and Kashmir,316291,4209,307749,4333
10826,04-07-2021,Jammu and Kashmir,316629,4048,308246,4335
10827,05-07-2021,Jammu and Kashmir,316976,3967,308672,4337
10828,06-07-2021,Jammu and Kashmir,317250,3774,309133,4343
10829,07-07-2021,Jammu and Kashmir,317481,3582,309554,4345
10830,08-07-2021,Jammu and Kashmir,317761,3439,309973,4349
10831,09-07-2021,Jammu and Kashmir,318023,3344,310326,4353
10832,10-07-2021,Jammu and Kashmir,318284,3300,310630,4354
10833,11-07-2021,Jammu and Kashmir,318469,3128,310985,4356
10834,12-07-2021,Jammu and Kashmir,318693,3002,311334,4357
10835,13-07-2021,Jammu and Kashmir,318848,2709,311782,4357
10836,14-07-2021,Jammu and Kashmir,318991,2435,312198,4358
10837,15-07-2021,Jammu and Kashmir,319152,2236,312556,4360
10838,16-07-2021,Jammu and Kashmir,319355,2104,312890,4361
10839,17-07-2021,Jammu and Kashmir,319576,2116,313098,4362
10840,18-07-2021,Jammu and Kashmir,319755,2017,313375,4363
10841,19-07-2021,Jammu and Kashmir,319901,1919,313618,4364
10842,21-07-2021,Jammu and Kashmir,320112,1634,314107,4371
10843,22-07-2021,Jammu and Kashmir,320256,1602,314282,4372
10844,26-07-2021,Jammu and Kashmir,320657,1288,314995,4374
10845,27-07-2021,Jammu and Kashmir,320759,1200,315184,4375
10846,28-07-2021,Jammu and Kashmir,320866,1124,315367,4375
10847,29-07-2021,Jammu and Kashmir,321026,1139,315511,4376
10848,30-07-2021,Jammu and Kashmir,321207,1144,315686,4377
10849,31-07-2021,Jammu and Kashmir,321344,1171,315795,4378
10850,01-08-2021,Jammu and Kashmir,321462,1176,315908,4378
10851,02-08-2021,Jammu and Kashmir,321607,1211,316017,4379
10852,03-08-2021,Jammu and Kashmir,321725,1254,316090,4381
10853,04-08-2021,Jammu and Kashmir,321865,1293,316188,4384
10854,05-08-2021,Jammu and Kashmir,322014,1314,316315,4385
10855,06-08-2021,Jammu and Kashmir,322142,1358,316398,4386
10856,07-08-2021,Jammu and Kashmir,322286,1404,316496,4386
10857,08-08-2021,Jammu and Kashmir,322428,1410,316632,4386
10858,09-08-2021,Jammu and Kashmir,322550,1400,316761,4389
10859,10-08-2021,Jammu and Kashmir,322658,1311,316957,4390
10860,11-08-2021,Jammu and Kashmir,322771,1298,317081,4392
10861,12-08-2021,Jammu and Kashmir,322885,1297,317195,4393
10862,13-08-2021,Jammu and Kashmir,323061,1307,317359,4395
10863,14-08-2021,Jammu and Kashmir,323190,1324,317471,4395
10864,15-08-2021,Jammu and Kashmir,323325,1303,317627,4395
10865,16-08-2021,Jammu and Kashmir,323422,1288,317737,4397
10866,17-08-2021,Jammu and Kashmir,323499,1229,317872,4398
10867,18-08-2021,Jammu and Kashmir,323582,1158,318025,4399
10868,19-08-2021,Jammu and Kashmir,323682,1125,318157,4400
10869,20-08-2021,Jammu and Kashmir,323792,1109,318283,4400
10870,21-08-2021,Jammu and Kashmir,323951,1141,318409,4401
10871,22-08-2021,Jammu and Kashmir,324095,1159,318535,4401
10872,23-08-2021,Jammu and Kashmir,324202,1165,318635,4402
10873,24-08-2021,Jammu and Kashmir,324295,1054,318838,4403
10874,25-08-2021,Jammu and Kashmir,324420,1055,318961,4404
10875,26-08-2021,Jammu and Kashmir,324546,1078,319064,4404
10876,27-08-2021,Jammu and Kashmir,324647,1060,319183,4404
10877,28-08-2021,Jammu and Kashmir,324813,1149,319259,4405
10878,29-08-2021,Jammu and Kashmir,324979,1211,319362,4406
10879,30-08-2021,Jammu and Kashmir,325148,1276,319465,4407
10880,31-08-2021,Jammu and Kashmir,325253,1264,319582,4407
10881,01-09-2021,Jammu and Kashmir,325419,1330,319681,4408
10882,02-09-2021,Jammu and Kashmir,325529,1319,319801,4409
10883,03-09-2021,Jammu and Kashmir,325618,1320,319889,4409
10884,04-09-2021,Jammu and Kashmir,325714,1380,319925,4409
10885,05-09-2021,Jammu and Kashmir,325830,1327,320093,4410
10886,06-09-2021,Jammu and Kashmir,325940,1322,320208,4410
10887,07-09-2021,Jammu and Kashmir,326310,1251,320648,4411
10888,08-09-2021,Jammu and Kashmir,326159,1264,320485,4410
10889,09-09-2021,Jammu and Kashmir,326310,1251,320648,4411
10890,10-09-2021,Jammu and Kashmir,326653,1294,320948,4411
10891,11-09-2021,Jammu and Kashmir,326799,1301,321086,4412
10892,12-09-2021,Jammu and Kashmir,326799,1301,321086,4412
10893,13-09-2021,Jammu and Kashmir,326904,1285,321205,4414
10894,14-09-2021,Jammu and Kashmir,326990,1247,321329,4414
10895,15-09-2021,Jammu and Kashmir,327140,1325,321401,4414
10896,16-09-2021,Jammu and Kashmir,327296,1349,321532,4415
10897,18-09-2021,Jammu and Kashmir,327621,1440,321765,4416
10898,19-09-2021,Jammu and Kashmir,327773,1479,321878,4416
10899,20-09-2021,Jammu and Kashmir,327941,1493,322032,4416
10900,21-09-2021,Jammu and Kashmir,328069,1461,322191,4417
10901,22-09-2021,Jammu and Kashmir,328214,1450,322345,4419
10902,23-09-2021,Jammu and Kashmir,328418,1536,322463,4419
10903,24-09-2021,Jammu and Kashmir,328590,1617,322554,4419
10904,25-09-2021,Jammu and Kashmir,328738,1605,322713,4420
10905,26-09-2021,Jammu and Kashmir,328881,1563,322897,4421
10906,27-09-2021,Jammu and Kashmir,329008,1514,323072,4422
10907,28-09-2021,Jammu and Kashmir,329125,1513,323190,4422
10908,29-09-2021,Jammu and Kashmir,329220,1420,323378,4422
10909,30-09-2021,Jammu and Kashmir,329320,1388,323510,4422
10910,01-10-2021,Jammu and Kashmir,329430,1345,323663,4422
10911,02-10-2021,Jammu and Kashmir,329563,1339,323801,4423
10912,03-10-2021,Jammu and Kashmir,329687,1294,323969,4424
10913,04-10-2021,Jammu and Kashmir,329789,1201,324164,4424
10914,05-10-2021,Jammu and Kashmir,329889,1157,324308,4424
10915,06-10-2021,Jammu and Kashmir,329991,1074,324493,4424
10916,07-10-2021,Jammu and Kashmir,330118,1065,324627,4426
10917,08-10-2021,Jammu and Kashmir,330252,1090,324736,4426
10918,09-10-2021,Jammu and Kashmir,330352,1099,324827,4426
10919,10-10-2021,Jammu and Kashmir,330434,1100,324908,4426
10920,11-10-2021,Jammu and Kashmir,330533,1091,325016,4426
10921,12-10-2021,Jammu and Kashmir,330586,1049,325111,4426
10922,13-10-2021,Jammu and Kashmir,330666,993,325247,4426
10923,14-10-2021,Jammu and Kashmir,330741,946,325369,4426
10924,15-10-2021,Jammu and Kashmir,330834,935,325473,4426
10925,16-10-2021,Jammu and Kashmir,330885,895,325564,4426
10926,17-10-2021,Jammu and Kashmir,330967,855,325686,4426
10927,18-10-2021,Jammu and Kashmir,331062,843,325793,4426
10928,19-10-2021,Jammu and Kashmir,331137,816,325893,4428
10929,20-10-2021,Jammu and Kashmir,331221,803,325990,4428
10930,21-10-2021,Jammu and Kashmir,331299,800,326070,4429
10931,22-10-2021,Jammu and Kashmir,331386,814,326143,4429
10932,23-10-2021,Jammu and Kashmir,331494,870,326195,4429
10933,24-10-2021,Jammu and Kashmir,331566,862,326275,4429
10934,25-10-2021,Jammu and Kashmir,331638,866,326343,4429
10935,26-10-2021,Jammu and Kashmir,331698,835,326433,4430
10936,27-10-2021,Jammu and Kashmir,331795,854,326510,4431
10937,28-10-2021,Jammu and Kashmir,331865,838,326596,4431
10938,29-10-2021,Jammu and Kashmir,331963,863,326668,4432
10939,30-10-2021,Jammu and Kashmir,332053,872,326749,4432
10940,31-10-2021,Jammu and Kashmir,332154,886,326836,4432
10941,01-11-2021,Jammu and Kashmir,332249,902,326915,4432
10942,02-11-2021,Jammu and Kashmir,332347,899,327012,4436
10943,04-11-2021,Jammu and Kashmir,332556,946,327172,4438
10944,05-11-2021,Jammu and Kashmir,332651,981,327232,4438
10945,06-11-2021,Jammu and Kashmir,332760,1009,327311,4440
10946,07-11-2021,Jammu and Kashmir,332911,1091,327380,4440
10947,08-11-2021,Jammu and Kashmir,333076,1153,327483,4440
10948,09-11-2021,Jammu and Kashmir,333187,1165,327579,4443
10949,10-11-2021,Jammu and Kashmir,333325,1199,327681,4445
10950,11-11-2021,Jammu and Kashmir,333490,1230,327812,4448
10951,12-11-2021,Jammu and Kashmir,333667,1311,327908,4448
10952,14-11-2021,Jammu and Kashmir,334006,1450,328108,4448
10953,15-11-2021,Jammu and Kashmir,334180,1515,328215,4450
10954,16-11-2021,Jammu and Kashmir,334288,1517,328318,4453
10955,17-11-2021,Jammu and Kashmir,334432,1544,328433,4455
10956,18-11-2021,Jammu and Kashmir,334600,1513,328630,4457
10957,19-11-2021,Jammu and Kashmir,328783,-4459,328783,4459
10958,20-11-2021,Jammu and Kashmir,335016,1669,328888,4459
10959,22-11-2021,Jammu and Kashmir,335368,1701,329206,4461
10960,23-11-2021,Jammu and Kashmir,335528,1665,329401,4462
10961,24-11-2021,Jammu and Kashmir,335707,1647,329596,4464
10962,25-11-2021,Jammu and Kashmir,335881,1684,329731,4466
10963,26-11-2021,Jammu and Kashmir,336063,1706,329891,4466
10964,27-11-2021,Jammu and Kashmir,336237,1719,330048,4470
10965,28-11-2021,Jammu and Kashmir,336386,1724,330189,4473
10966,29-11-2021,Jammu and Kashmir,336531,1658,330398,4475
10967,30-11-2021,Jammu and Kashmir,336681,1626,330579,4476
10968,02-12-2021,Jammu and Kashmir,337086,1687,330922,4477
10969,05-12-2021,Jammu and Kashmir,337646,1731,331436,4479
10970,06-12-2021,Jammu and Kashmir,337807,1706,331620,4481
10971,07-12-2021,Jammu and Kashmir,337915,1661,331771,4483
10972,08-12-2021,Jammu and Kashmir,338047,1601,331959,4487
10973,09-12-2021,Jammu and Kashmir,338198,1639,332070,4489
10974,12-12-2021,Jammu and Kashmir,338745,1595,332659,4491
10975,13-12-2021,Jammu and Kashmir,338871,1541,332835,4495
10976,14-12-2021,Jammu and Kashmir,338990,1442,333050,4498
10977,15-12-2021,Jammu and Kashmir,339124,1427,333197,4500
10978,16-12-2021,Jammu and Kashmir,339271,1446,333322,4503
10979,17-12-2021,Jammu and Kashmir,339404,1435,333461,4508
10980,18-12-2021,Jammu and Kashmir,339540,1448,333582,4510
10981,19-12-2021,Jammu and Kashmir,339691,1458,333722,4511
10982,20-12-2021,Jammu and Kashmir,339827,1451,333864,4512
10983,21-12-2021,Jammu and Kashmir,339932,1363,334056,4513
10984,22-12-2021,Jammu and Kashmir,340036,1327,334195,4514
10985,23-12-2021,Jammu and Kashmir,340161,1308,334338,4515
10986,24-12-2021,Jammu and Kashmir,340293,1319,334456,4518
10987,25-12-2021,Jammu and Kashmir,340434,1317,334598,4519
10988,26-12-2021,Jammu and Kashmir,340598,1355,334722,4521
10989,27-12-2021,Jammu and Kashmir,340722,1350,334849,4523
10990,28-12-2021,Jammu and Kashmir,340833,1333,334976,4524
10991,29-12-2021,Jammu and Kashmir,340924,1296,335103,4525
10992,30-12-2021,Jammu and Kashmir,341028,1276,335227,4525
10993,31-12-2021,Jammu and Kashmir,341167,1294,335347,4526
10994,01-01-2022,Jammu and Kashmir,341290,1337,335425,4528
10995,02-01-2022,Jammu and Kashmir,341459,1397,335532,4530
10996,03-01-2022,Jammu and Kashmir,341624,1429,335665,4530
10997,04-01-2022,Jammu and Kashmir,341802,1498,335774,4530
10998,05-01-2022,Jammu and Kashmir,342001,1541,335930,4530
10999,06-01-2022,Jammu and Kashmir,342419,1819,336070,4530
11000,07-01-2022,Jammu and Kashmir,342768,2049,336186,4533
11001,08-01-2022,Jammu and Kashmir,343310,2492,336284,4534
11002,09-01-2022,Jammu and Kashmir,343965,2982,336446,4537
11003,10-01-2022,Jammu and Kashmir,344652,3531,336581,4540
11004,11-01-2022,Jammu and Kashmir,345358,4024,336790,4544
11005,12-01-2022,Jammu and Kashmir,346506,4810,337150,4546
11006,13-01-2022,Jammu and Kashmir,348201,6242,337412,4547
11007,14-01-2022,Jammu and Kashmir,350167,7932,337683,4552
11008,15-01-2022,Jammu and Kashmir,352623,10003,338063,4557
11009,16-01-2022,Jammu and Kashmir,355874,12860,338453,4561
11010,17-01-2022,Jammu and Kashmir,359373,15883,338923,4567
11011,18-01-2022,Jammu and Kashmir,362200,17928,339700,4572
11012,19-01-2022,Jammu and Kashmir,366851,21677,340599,4575
11013,20-01-2022,Jammu and Kashmir,372669,26236,341854,4579
11014,21-01-2022,Jammu and Kashmir,378661,31044,343031,4586
11015,22-01-2022,Jammu and Kashmir,384381,34882,344908,4591
11016,23-01-2022,Jammu and Kashmir,390949,39113,347238,4598
11017,24-01-2022,Jammu and Kashmir,397202,42866,349731,4605
